time,FRB02
2021-01-01,7.96
2021-01-02,9.91
2021-01-03,9.11
2021-01-04,7.5699997
2021-01-05,6.5
2021-01-06,8.3
2021-01-07,6.19
2021-01-08,6.69
2021-01-09,6.5
2021-01-10,5.99
2021-01-11,5.94
2021-01-12,4.75
2021-01-13,4.1
2021-01-14,2.83
2021-01-15,3.26
2021-01-16,2.3799999
2021-01-17,0.19999999
2021-01-18,1.6899999
2021-01-19,3.55
2021-01-20,5.9
2021-01-21,10.04
2021-01-22,11.96
2021-01-23,11.11
2021-01-24,9.8
2021-01-25,5.64
2021-01-26,4.48
2021-01-27,3.3899999
2021-01-28,4.49
2021-01-29,6.96
2021-01-30,10.55
2021-01-31,9.63
2021-02-01,8.23
2021-02-02,9.41
2021-02-03,10.349999
2021-02-04,11.92
2021-02-05,12.44
2021-02-06,12.759999
2021-02-07,13.24
2021-02-08,11.28
2021-02-09,10.36
2021-02-10,11.4
2021-02-11,8.389999
2021-02-12,1.14
2021-02-13,-1.13
2021-02-14,-0.06
2021-02-15,2.6
2021-02-16,3.6599998
2021-02-17,5.31
2021-02-18,7.83
2021-02-19,8.309999
2021-02-20,9.59
2021-02-21,10.17
2021-02-22,11.13
2021-02-23,10.92
2021-02-24,14.57
2021-02-25,14.509999
2021-02-26,12.99
2021-02-27,11.61
2021-02-28,10.99
2021-03-01,10.38
2021-03-02,11.61
2021-03-03,10.889999
2021-03-04,10.3
2021-03-05,10.62
2021-03-06,8.4
2021-03-07,6.87
2021-03-08,8.34
2021-03-09,8.0199995
2021-03-10,7.62
2021-03-11,7.75
2021-03-12,10.23
2021-03-13,12.509999
2021-03-14,12.389999
2021-03-15,7.5699997
2021-03-16,7.6299996
2021-03-17,7.2
2021-03-18,7.27
2021-03-19,6.94
2021-03-20,7.6499996
2021-03-21,7.31
2021-03-22,7.17
2021-03-23,6.99
2021-03-24,8.78
2021-03-25,9.69
2021-03-26,10.44
2021-03-27,11.219999
2021-03-28,14.07
2021-03-29,14.2
2021-03-30,16.13
2021-03-31,16.09
2021-04-01,16.92
2021-04-02,15.679999
2021-04-03,12.389999
2021-04-04,9.49
2021-04-05,9.42
2021-04-06,7.3399997
2021-04-07,6.24
2021-04-08,7.46
2021-04-09,9.12
2021-04-10,10.639999
2021-04-11,11.679999
2021-04-12,14.03
2021-04-13,11.32
2021-04-14,8.099999
2021-04-15,9.41
2021-04-16,10.95
2021-04-17,10.24
2021-04-18,10.74
2021-04-19,10.96
2021-04-20,11.12
2021-04-21,11.74
2021-04-22,11.37
2021-04-23,14.0199995
2021-04-24,14.65
2021-04-25,14.87
2021-04-26,14.53
2021-04-27,15.29
2021-04-28,15.17
2021-04-29,17.39
2021-04-30,19.01
2021-05-01,18.19
2021-05-02,19.17
2021-05-03,16.119999
2021-05-04,16.029999
2021-05-05,16.47
2021-05-06,17.039999
2021-05-07,17.27
2021-05-08,16.09
2021-05-09,17.81
2021-05-10,18.6
2021-05-11,20.01
2021-05-12,17.82
2021-05-13,14.61
2021-05-14,15.5199995
2021-05-15,14.5199995
2021-05-16,16.84
2021-05-17,17.19
2021-05-18,17.51
2021-05-19,17.06
2021-05-20,14.849999
2021-05-21,17.08
2021-05-22,17.199999
2021-05-23,19.199999
2021-05-24,22.13
2021-05-25,21.289999
2021-05-26,20.93
2021-05-27,19.73
2021-05-28,18.34
2021-05-29,19.74
2021-05-30,17.76
2021-05-31,17.4
2021-06-01,17.449999
2021-06-02,18.69
2021-06-03,20.119999
2021-06-04,21.67
2021-06-05,21.34
2021-06-06,21.619999
2021-06-07,20.18
2021-06-08,22.35
2021-06-09,23.9
2021-06-10,23.68
2021-06-11,23.25
2021-06-12,22.859999
2021-06-13,21.98
2021-06-14,19.98
2021-06-15,21.5
2021-06-16,22.99
2021-06-17,23.4
2021-06-18,23.92
2021-06-19,25.73
2021-06-20,26.47
2021-06-21,26.91
2021-06-22,27.76
2021-06-23,28.91
2021-06-24,29.64
2021-06-25,28.269999
2021-06-26,27.43
2021-06-27,27.529999
2021-06-28,28.41
2021-06-29,27.949999
2021-06-30,28.26
2021-07-01,27.13
2021-07-02,25.82
2021-07-03,25.8
2021-07-04,25.529999
2021-07-05,24.47
2021-07-06,26.789999
2021-07-07,29.099998
2021-07-08,30.619999
2021-07-09,29.56
2021-07-10,27.97
2021-07-11,26.75
2021-07-12,28.039999
2021-07-13,28.16
2021-07-14,28.25
2021-07-15,26.38
2021-07-16,25.019999
2021-07-17,22.859999
2021-07-18,24.71
2021-07-19,25.019999
2021-07-20,26.15
2021-07-21,25.47
2021-07-22,25.109999
2021-07-23,26.539999
2021-07-24,27.109999
2021-07-25,28.15
2021-07-26,28.849998
2021-07-27,29.359999
2021-07-28,30.57
2021-07-29,30.23
2021-07-30,29.23
2021-07-31,29.84
2021-08-01,30.5
2021-08-02,28.349998
2021-08-03,26.98
2021-08-04,28.189999
2021-08-05,26.98
2021-08-06,25.189999
2021-08-07,26.43
2021-08-08,28.71
2021-08-09,29.359999
2021-08-10,29.48
2021-08-11,29.07
2021-08-12,29.81
2021-08-13,30.189999
2021-08-14,30.119999
2021-08-15,29.81
2021-08-16,28.76
2021-08-17,27.099998
2021-08-18,25.06
2021-08-19,24.88
2021-08-20,25.35
2021-08-21,26.06
2021-08-22,27.15
2021-08-23,26.619999
2021-08-24,25.74
2021-08-25,22.269999
2021-08-26,23.22
2021-08-27,22.02
2021-08-28,20.24
2021-08-29,19.17
2021-08-30,20.22
2021-08-31,21.71
2021-09-01,21.73
2021-09-02,22.55
2021-09-03,22.17
2021-09-04,22.289999
2021-09-05,23.199999
2021-09-06,24.09
2021-09-07,23.38
2021-09-08,22.23
2021-09-09,21.96
2021-09-10,21.449999
2021-09-11,22.6
2021-09-12,23.08
2021-09-13,23.359999
2021-09-14,23.72
2021-09-15,24.31
2021-09-16,23.83
2021-09-17,23.119999
2021-09-18,22.14
2021-09-19,21.97
2021-09-20,22.01
2021-09-21,19.41
2021-09-22,17.47
2021-09-23,17.48
2021-09-24,18.35
2021-09-25,20.199999
2021-09-26,21.289999
2021-09-27,21.84
2021-09-28,22.4
2021-09-29,21.77
2021-09-30,20.38
2021-10-01,20.22
2021-10-02,18.359999
2021-10-03,19.15
2021-10-04,19.51
2021-10-05,19.5
2021-10-06,18.98
2021-10-07,16.6
2021-10-08,15.62
2021-10-09,12.87
2021-10-10,12.05
2021-10-11,13.299999
2021-10-12,13.34
2021-10-13,13.32
2021-10-14,11.69
2021-10-15,11.17
2021-10-16,14.38
2021-10-17,15.21
2021-10-18,15.41
2021-10-19,14.98
2021-10-20,14.67
2021-10-21,16.16
2021-10-22,17.09
2021-10-23,16.47
2021-10-24,14.91
2021-10-25,13.94
2021-10-26,13.58
2021-10-27,13.969999
2021-10-28,13.74
2021-10-29,13.849999
2021-10-30,14.139999
2021-10-31,14.16
2021-11-01,13.61
2021-11-02,15.469999
2021-11-03,15.57
2021-11-04,18.07
2021-11-05,16.0
2021-11-06,14.07
2021-11-07,16.15
2021-11-08,14.03
2021-11-09,14.29
2021-11-10,14.65
2021-11-11,14.759999
2021-11-12,13.559999
2021-11-13,14.09
2021-11-14,13.41
2021-11-15,14.65
2021-11-16,13.33
2021-11-17,12.48
2021-11-18,12.809999
2021-11-19,12.0199995
2021-11-20,14.19
2021-11-21,12.94
2021-11-22,12.54
2021-11-23,11.7
2021-11-24,11.33
2021-11-25,11.17
2021-11-26,11.92
2021-11-27,12.61
2021-11-28,12.11
2021-11-29,7.19
2021-11-30,4.95
2021-12-01,8.19
2021-12-02,11.99
2021-12-03,9.44
2021-12-04,8.05
2021-12-05,9.48
2021-12-06,8.26
2021-12-07,6.5
2021-12-08,6.91
2021-12-09,8.639999
2021-12-10,6.89
2021-12-11,7.69
2021-12-12,5.98
2021-12-13,6.52
2021-12-14,7.3199997
2021-12-15,8.87
2021-12-16,8.47
2021-12-17,9.66
2021-12-18,7.08
2021-12-19,6.3399997
2021-12-20,6.5
2021-12-21,3.87
2021-12-22,4.5899997
2021-12-23,4.8399997
2021-12-24,9.429999
2021-12-25,13.0199995
2021-12-26,12.87
2021-12-27,11.24
2021-12-28,10.219999
2021-12-29,10.09
2021-12-30,11.57
2021-12-31,12.12
