time,ITI35
2021-01-01,0.45999998
2021-01-02,2.57
2021-01-03,2.51
2021-01-04,3.48
2021-01-05,2.6299999
2021-01-06,2.81
2021-01-07,0.52
2021-01-08,-0.17
2021-01-09,0.72999996
2021-01-10,1.1999999
2021-01-11,5.5
2021-01-12,6.46
2021-01-13,3.37
2021-01-14,5.3599997
2021-01-15,1.1899999
2021-01-16,3.73
2021-01-17,4.96
2021-01-18,4.54
2021-01-19,8.099999
2021-01-20,9.37
2021-01-21,4.99
2021-01-22,3.23
2021-01-23,1.42
2021-01-24,-0.85999995
2021-01-25,0.96
2021-01-26,2.6599998
2021-01-27,5.89
2021-01-28,8.38
2021-01-29,8.8
2021-01-30,4.81
2021-01-31,1.02
2021-02-01,3.5
2021-02-02,6.47
2021-02-03,8.559999
2021-02-04,6.0699997
2021-02-05,7.89
2021-02-06,5.08
2021-02-07,2.07
2021-02-08,-1.2099999
2021-02-09,-0.64
2021-02-10,-0.32999998
2021-02-11,-2.27
2021-02-12,-0.88
2021-02-13,-1.3399999
2021-02-14,1.1899999
2021-02-15,7.3399997
2021-02-16,9.12
2021-02-17,8.59
2021-02-18,8.61
2021-02-19,6.74
2021-02-20,11.12
2021-02-21,11.719999
2021-02-22,8.559999
2021-02-23,9.3
2021-02-24,13.4
2021-02-25,10.429999
2021-02-26,6.6099997
2021-02-27,5.62
2021-02-28,5.8599997
2021-03-01,5.14
2021-03-02,5.6
2021-03-03,5.37
2021-03-04,5.3399997
2021-03-05,4.39
2021-03-06,2.9099998
2021-03-07,3.5
2021-03-08,5.0499997
2021-03-09,7.33
2021-03-10,6.93
2021-03-11,9.69
2021-03-12,7.06
2021-03-13,7.2999997
2021-03-14,7.12
2021-03-15,9.45
2021-03-16,9.309999
2021-03-17,7.7599998
2021-03-18,6.7799997
2021-03-19,8.07
2021-03-20,7.5499997
2021-03-21,8.179999
2021-03-22,6.68
2021-03-23,7.44
2021-03-24,8.889999
2021-03-25,8.54
2021-03-26,10.04
2021-03-27,6.3399997
2021-03-28,10.62
2021-03-29,13.179999
2021-03-30,13.0
2021-03-31,14.639999
2021-04-01,10.429999
2021-04-02,7.3599997
2021-04-03,6.8799996
2021-04-04,7.97
2021-04-05,5.6299996
2021-04-06,3.54
2021-04-07,2.9199998
2021-04-08,7.6
2021-04-09,7.5
2021-04-10,5.73
2021-04-11,4.41
2021-04-12,4.04
2021-04-13,5.5499997
2021-04-14,6.21
2021-04-15,5.3399997
2021-04-16,5.65
2021-04-17,6.2
2021-04-18,6.98
2021-04-19,8.94
2021-04-20,9.82
2021-04-21,9.32
2021-04-22,6.98
2021-04-23,8.73
2021-04-24,9.22
2021-04-25,7.8999996
2021-04-26,7.71
2021-04-27,8.21
2021-04-28,8.69
2021-04-29,6.49
2021-04-30,6.89
2021-05-01,6.58
2021-05-02,7.93
2021-05-03,9.04
2021-05-04,9.889999
2021-05-05,7.2799997
2021-05-06,6.46
2021-05-07,8.28
2021-05-08,10.48
2021-05-09,15.53
2021-05-10,13.54
2021-05-11,11.5199995
2021-05-12,12.25
2021-05-13,12.179999
2021-05-14,10.2699995
2021-05-15,10.91
2021-05-16,11.42
2021-05-17,12.429999
2021-05-18,10.88
2021-05-19,12.559999
2021-05-20,9.87
2021-05-21,11.599999
2021-05-22,10.94
2021-05-23,9.139999
2021-05-24,10.309999
2021-05-25,10.91
2021-05-26,10.7
2021-05-27,12.5
2021-05-28,13.5199995
2021-05-29,15.67
2021-05-30,13.49
2021-05-31,15.12
2021-06-01,17.18
2021-06-02,19.1
2021-06-03,18.89
2021-06-04,15.03
2021-06-05,15.78
2021-06-06,16.59
2021-06-07,17.55
2021-06-08,17.14
2021-06-09,17.869999
2021-06-10,19.18
2021-06-11,19.35
2021-06-12,17.25
2021-06-13,18.73
2021-06-14,20.63
2021-06-15,17.52
2021-06-16,20.57
2021-06-17,19.01
2021-06-18,15.41
2021-06-19,13.91
2021-06-20,14.62
2021-06-21,12.7699995
2021-06-22,14.24
2021-06-23,14.099999
2021-06-24,15.98
2021-06-25,16.97
2021-06-26,16.94
2021-06-27,17.32
2021-06-28,16.51
2021-06-29,16.449999
2021-06-30,14.99
2021-07-01,15.37
2021-07-02,18.289999
2021-07-03,18.8
2021-07-04,18.51
2021-07-05,17.34
2021-07-06,16.68
2021-07-07,17.699999
2021-07-08,17.59
2021-07-09,18.25
2021-07-10,16.92
2021-07-11,16.84
2021-07-12,17.699999
2021-07-13,18.44
2021-07-14,18.779999
2021-07-15,17.88
2021-07-16,18.47
2021-07-17,21.109999
2021-07-18,22.689999
2021-07-19,22.609999
2021-07-20,22.58
2021-07-21,22.31
2021-07-22,21.68
2021-07-23,19.22
2021-07-24,18.92
2021-07-25,18.85
2021-07-26,19.91
2021-07-27,19.77
2021-07-28,18.15
2021-07-29,17.3
2021-07-30,16.529999
2021-07-31,17.48
2021-08-01,16.48
2021-08-02,15.96
2021-08-03,16.279999
2021-08-04,16.68
2021-08-05,17.199999
2021-08-06,18.19
2021-08-07,16.699999
2021-08-08,16.97
2021-08-09,17.02
2021-08-10,17.74
2021-08-11,17.08
2021-08-12,18.07
2021-08-13,17.869999
2021-08-14,18.369999
2021-08-15,18.24
2021-08-16,15.559999
2021-08-17,14.969999
2021-08-18,18.109999
2021-08-19,17.039999
2021-08-20,17.81
2021-08-21,18.199999
2021-08-22,17.81
2021-08-23,17.98
2021-08-24,17.18
2021-08-25,17.19
2021-08-26,16.33
2021-08-27,15.389999
2021-08-28,16.05
2021-08-29,15.54
2021-08-30,16.05
2021-08-31,16.279999
2021-09-01,16.21
2021-09-02,16.89
2021-09-03,16.91
2021-09-04,16.8
2021-09-05,18.6
2021-09-06,20.02
2021-09-07,21.289999
2021-09-08,21.72
2021-09-09,20.0
2021-09-10,19.75
2021-09-11,18.35
2021-09-12,15.88
2021-09-13,16.24
2021-09-14,17.74
2021-09-15,17.48
2021-09-16,16.359999
2021-09-17,16.75
2021-09-18,18.199999
2021-09-19,17.26
2021-09-20,15.54
2021-09-21,15.19
2021-09-22,15.82
2021-09-23,16.289999
2021-09-24,17.35
2021-09-25,17.449999
2021-09-26,17.3
2021-09-27,15.96
2021-09-28,14.469999
2021-09-29,12.28
2021-09-30,11.83
2021-10-01,14.92
2021-10-02,10.66
2021-10-03,12.75
2021-10-04,13.24
2021-10-05,12.28
2021-10-06,12.78
2021-10-07,14.62
2021-10-08,15.33
2021-10-09,13.59
2021-10-10,13.559999
2021-10-11,11.58
2021-10-12,11.969999
2021-10-13,12.389999
2021-10-14,12.95
2021-10-15,11.65
2021-10-16,11.58
2021-10-17,12.69
2021-10-18,13.009999
2021-10-19,17.699999
2021-10-20,15.089999
2021-10-21,9.45
2021-10-22,9.2
2021-10-23,10.429999
2021-10-24,12.13
2021-10-25,12.73
2021-10-26,11.66
2021-10-27,14.509999
2021-10-28,13.73
2021-10-29,12.95
2021-10-30,11.32
2021-10-31,9.969999
2021-11-01,10.74
2021-11-02,7.43
2021-11-03,5.83
2021-11-04,7.2999997
2021-11-05,6.5099998
2021-11-06,9.98
2021-11-07,10.16
2021-11-08,7.1099997
2021-11-09,11.44
2021-11-10,10.98
2021-11-11,11.03
2021-11-12,10.469999
2021-11-13,11.509999
2021-11-14,10.559999
2021-11-15,9.91
2021-11-16,7.91
2021-11-17,9.23
2021-11-18,8.94
2021-11-19,10.84
2021-11-20,9.59
2021-11-21,6.97
2021-11-22,6.0499997
2021-11-23,5.19
2021-11-24,5.2
2021-11-25,4.85
2021-11-26,4.83
2021-11-27,3.12
2021-11-28,1.03
2021-11-29,0.32999998
2021-11-30,7.21
2021-12-01,9.09
2021-12-02,3.1599998
2021-12-03,4.35
2021-12-04,5.5899997
2021-12-05,4.75
2021-12-06,4.2599998
2021-12-07,3.83
2021-12-08,5.5499997
2021-12-09,5.49
2021-12-10,5.3199997
2021-12-11,4.16
2021-12-12,10.2
2021-12-13,10.55
2021-12-14,9.88
2021-12-15,9.679999
2021-12-16,8.98
2021-12-17,7.12
2021-12-18,6.5099998
2021-12-19,4.2999997
2021-12-20,5.22
2021-12-21,3.8899999
2021-12-22,1.3399999
2021-12-23,5.7599998
2021-12-24,7.39
2021-12-25,6.31
2021-12-26,6.47
2021-12-27,7.25
2021-12-28,9.08
2021-12-29,9.46
2021-12-30,11.8
2021-12-31,12.91
