time,LT011
2021-01-01,0.91999996
2021-01-02,3.08
2021-01-03,3.24
2021-01-04,4.04
2021-01-05,3.47
2021-01-06,4.0899997
2021-01-07,1.9
2021-01-08,-0.26
2021-01-09,0.59
2021-01-10,0.19999999
2021-01-11,4.87
2021-01-12,7.43
2021-01-13,3.8899999
2021-01-14,4.94
2021-01-15,2.04
2021-01-16,2.51
2021-01-17,5.29
2021-01-18,4.61
2021-01-19,8.28
2021-01-20,9.2
2021-01-21,5.89
2021-01-22,3.53
2021-01-23,2.28
2021-01-24,0.06
2021-01-25,1.7099999
2021-01-26,2.59
2021-01-27,6.04
2021-01-28,8.87
2021-01-29,9.09
2021-01-30,5.19
2021-01-31,2.29
2021-02-01,3.83
2021-02-02,6.97
2021-02-03,8.75
2021-02-04,5.77
2021-02-05,8.29
2021-02-06,5.94
2021-02-07,1.8199999
2021-02-08,-1.65
2021-02-09,-1.0
2021-02-10,-0.59
2021-02-11,-1.76
2021-02-12,-0.83
2021-02-13,-1.4
2021-02-14,1.17
2021-02-15,6.75
2021-02-16,8.51
2021-02-17,9.19
2021-02-18,8.889999
2021-02-19,6.89
2021-02-20,11.83
2021-02-21,11.84
2021-02-22,9.63
2021-02-23,10.2
2021-02-24,12.91
2021-02-25,10.75
2021-02-26,7.04
2021-02-27,6.0499997
2021-02-28,6.0099998
2021-03-01,5.67
2021-03-02,6.02
2021-03-03,5.37
2021-03-04,5.2799997
2021-03-05,4.27
2021-03-06,3.1
2021-03-07,3.27
2021-03-08,4.23
2021-03-09,7.49
2021-03-10,6.3999996
2021-03-11,10.15
2021-03-12,7.3999996
2021-03-13,7.73
2021-03-14,6.92
2021-03-15,8.9
2021-03-16,8.059999
2021-03-17,7.37
2021-03-18,6.45
2021-03-19,7.23
2021-03-20,6.46
2021-03-21,8.25
2021-03-22,6.45
2021-03-23,6.92
2021-03-24,8.05
2021-03-25,8.599999
2021-03-26,9.969999
2021-03-27,6.74
2021-03-28,9.9
2021-03-29,12.78
2021-03-30,12.74
2021-03-31,14.61
2021-04-01,10.04
2021-04-02,7.21
2021-04-03,7.1099997
2021-04-04,8.36
2021-04-05,6.0499997
2021-04-06,3.47
2021-04-07,2.8999999
2021-04-08,7.2599998
2021-04-09,8.37
2021-04-10,6.5
2021-04-11,5.08
2021-04-12,4.19
2021-04-13,5.23
2021-04-14,5.81
2021-04-15,5.35
2021-04-16,5.5899997
2021-04-17,6.37
2021-04-18,6.96
2021-04-19,8.49
2021-04-20,9.12
2021-04-21,8.57
2021-04-22,7.19
2021-04-23,8.29
2021-04-24,9.24
2021-04-25,8.0
2021-04-26,7.64
2021-04-27,7.8599997
2021-04-28,8.41
2021-04-29,7.71
2021-04-30,7.31
2021-05-01,7.12
2021-05-02,7.77
2021-05-03,9.04
2021-05-04,10.86
2021-05-05,8.11
2021-05-06,6.35
2021-05-07,8.2
2021-05-08,11.62
2021-05-09,15.349999
2021-05-10,13.88
2021-05-11,12.179999
2021-05-12,12.23
2021-05-13,12.2699995
2021-05-14,10.17
2021-05-15,10.74
2021-05-16,11.34
2021-05-17,12.46
2021-05-18,10.94
2021-05-19,12.509999
2021-05-20,10.28
2021-05-21,11.679999
2021-05-22,11.389999
2021-05-23,9.599999
2021-05-24,11.07
2021-05-25,10.79
2021-05-26,10.469999
2021-05-27,12.349999
2021-05-28,13.08
2021-05-29,14.7
2021-05-30,13.09
2021-05-31,15.139999
2021-06-01,17.23
2021-06-02,19.33
2021-06-03,18.75
2021-06-04,15.049999
2021-06-05,15.66
2021-06-06,16.039999
2021-06-07,16.94
2021-06-08,17.039999
2021-06-09,17.76
2021-06-10,18.779999
2021-06-11,18.949999
2021-06-12,18.359999
2021-06-13,18.69
2021-06-14,20.97
2021-06-15,17.91
2021-06-16,20.77
2021-06-17,19.82
2021-06-18,15.99
2021-06-19,14.24
2021-06-20,15.24
2021-06-21,12.7699995
2021-06-22,14.28
2021-06-23,13.61
2021-06-24,14.839999
2021-06-25,17.18
2021-06-26,17.05
2021-06-27,17.65
2021-06-28,16.96
2021-06-29,16.14
2021-06-30,14.7699995
2021-07-01,15.15
2021-07-02,18.199999
2021-07-03,18.32
2021-07-04,17.88
2021-07-05,17.15
2021-07-06,16.73
2021-07-07,16.67
2021-07-08,17.13
2021-07-09,17.84
2021-07-10,16.109999
2021-07-11,16.57
2021-07-12,17.59
2021-07-13,18.3
2021-07-14,18.14
2021-07-15,18.01
2021-07-16,17.69
2021-07-17,19.41
2021-07-18,21.539999
2021-07-19,21.699999
2021-07-20,21.74
2021-07-21,21.91
2021-07-22,20.25
2021-07-23,17.99
2021-07-24,19.47
2021-07-25,19.02
2021-07-26,19.31
2021-07-27,19.15
2021-07-28,18.74
2021-07-29,17.23
2021-07-30,16.67
2021-07-31,17.56
2021-08-01,16.51
2021-08-02,15.719999
2021-08-03,16.39
2021-08-04,16.41
2021-08-05,17.369999
2021-08-06,18.44
2021-08-07,16.83
2021-08-08,17.07
2021-08-09,17.1
2021-08-10,17.85
2021-08-11,17.26
2021-08-12,18.44
2021-08-13,17.72
2021-08-14,18.74
2021-08-15,18.619999
2021-08-16,15.82
2021-08-17,14.29
2021-08-18,18.35
2021-08-19,17.21
2021-08-20,17.35
2021-08-21,18.109999
2021-08-22,17.46
2021-08-23,17.75
2021-08-24,17.66
2021-08-25,17.39
2021-08-26,16.52
2021-08-27,16.109999
2021-08-28,16.47
2021-08-29,15.7
2021-08-30,16.07
2021-08-31,17.01
2021-09-01,16.74
2021-09-02,17.34
2021-09-03,17.88
2021-09-04,16.83
2021-09-05,18.96
2021-09-06,19.789999
2021-09-07,21.27
2021-09-08,21.82
2021-09-09,20.539999
2021-09-10,19.75
2021-09-11,18.91
2021-09-12,16.369999
2021-09-13,16.43
2021-09-14,18.029999
2021-09-15,17.4
2021-09-16,16.94
2021-09-17,17.43
2021-09-18,18.869999
2021-09-19,18.039999
2021-09-20,16.41
2021-09-21,15.07
2021-09-22,15.7
2021-09-23,16.3
2021-09-24,17.58
2021-09-25,17.52
2021-09-26,17.33
2021-09-27,16.52
2021-09-28,14.639999
2021-09-29,12.67
2021-09-30,11.429999
2021-10-01,15.7
2021-10-02,11.34
2021-10-03,13.54
2021-10-04,13.78
2021-10-05,13.059999
2021-10-06,12.969999
2021-10-07,13.62
2021-10-08,15.259999
2021-10-09,13.059999
2021-10-10,12.87
2021-10-11,12.099999
2021-10-12,11.82
2021-10-13,11.969999
2021-10-14,13.139999
2021-10-15,12.2
2021-10-16,11.33
2021-10-17,12.74
2021-10-18,13.19
2021-10-19,18.369999
2021-10-20,16.3
2021-10-21,9.88
2021-10-22,8.65
2021-10-23,10.8
2021-10-24,12.21
2021-10-25,12.92
2021-10-26,12.12
2021-10-27,14.839999
2021-10-28,13.49
2021-10-29,13.349999
2021-10-30,11.759999
2021-10-31,10.349999
2021-11-01,10.91
2021-11-02,8.05
2021-11-03,6.7
2021-11-04,8.389999
2021-11-05,6.96
2021-11-06,9.87
2021-11-07,10.48
2021-11-08,7.3199997
2021-11-09,11.48
2021-11-10,11.679999
2021-11-11,12.309999
2021-11-12,10.99
2021-11-13,11.75
2021-11-14,11.679999
2021-11-15,10.24
2021-11-16,9.25
2021-11-17,9.599999
2021-11-18,8.94
2021-11-19,10.73
2021-11-20,9.929999
2021-11-21,7.6699996
2021-11-22,7.2999997
2021-11-23,6.22
2021-11-24,5.0499997
2021-11-25,5.81
2021-11-26,5.0299997
2021-11-27,3.6
2021-11-28,2.1699998
2021-11-29,1.68
2021-11-30,7.0099998
2021-12-01,9.7699995
2021-12-02,3.4499998
2021-12-03,4.2999997
2021-12-04,5.48
2021-12-05,5.79
2021-12-06,4.67
2021-12-07,4.31
2021-12-08,6.5899997
2021-12-09,6.19
2021-12-10,5.58
2021-12-11,4.2599998
2021-12-12,10.559999
2021-12-13,10.3
2021-12-14,9.9
2021-12-15,10.36
2021-12-16,9.67
2021-12-17,7.41
2021-12-18,7.5
2021-12-19,5.19
2021-12-20,6.02
2021-12-21,4.08
2021-12-22,1.51
2021-12-23,5.5299997
2021-12-24,8.25
2021-12-25,6.8999996
2021-12-26,7.22
2021-12-27,7.96
2021-12-28,9.99
2021-12-29,10.36
2021-12-30,12.66
2021-12-31,12.679999
